ilan_id,id,Aciklama_Yetenek_Eslesme_Sayisi,Aciklama_Yetenek_Eslesen_Kelimeler,Aciklama_Dil_Eslesme_Sayisi,Aciklama_Dil_Eslesen_Kelimeler,Konum_Eslesme_Sayisi,Konum_Eslesen_Kelimeler,Egitim_Eslesme_Sayisi,Egitim_Eslesen_Kelimeler,Deneyim_Eslesme,Benzerlik_Skoru
9,14,0,,0,,0,,0,,1,0.26
9,15,0,,0,,0,,0,,1,0.26
9,16,0,,0,,0,,0,,1,0.26
9,8,0,,0,,0,,0,,1,0.26
9,11,0,,0,,0,,0,,1,0.26
9,12,0,,0,,0,,0,,1,0.26
10,1,0,,0,,0,,0,,1,0.26
10,2,1,güvenliği,0,,0,,0,,1,0.311
10,3,0,,0,,0,,1,lise,1,0.31
10,4,0,,0,,0,,0,,1,0.26
10,5,0,,0,,0,,0,,1,0.26
10,6,0,,0,,0,,0,,1,0.26
10,7,0,,0,,0,,0,,1,0.26
10,12,0,,0,,0,,0,,1,0.26
10,13,0,,0,,0,,0,,1,0.26
10,14,0,,0,,0,,0,,1,0.26
10,15,0,,0,,0,,0,,1,0.26
10,16,0,,0,,0,,0,,1,0.26
10,8,0,,0,,0,,0,,1,0.26
10,11,0,,0,,0,,0,,1,0.26
10,12,0,,0,,0,,0,,1,0.26
11,1,3,"sql, analizi, veri",0,,1,i̇stanbul,1,lisans,0,0.343
11,2,2,"iş, kalite",0,,1,i̇stanbul,1,lisans,0,0.29200000000000004
11,3,1,office,0,,1,i̇stanbul,0,,0,0.191
11,4,4,"yazılım, veritabanları, bilgisayar, oracle",0,,1,i̇stanbul,1,lisans,0,0.394
11,5,4,"pl, sql, c, oracle",0,,0,,1,lisansüstü,0,0.254
11,6,1,ilişkileri,0,,0,,1,lisans,0,0.101
11,7,2,"bilgisi, analiz",0,,0,,1,lisans,0,0.15200000000000002
11,12,2,"sql, oracle",0,,0,,1,lisans,0,0.15200000000000002
11,13,2,"sql, oracle",0,,1,i̇stanbul,1,lisansüstü,0,0.29200000000000004
11,14,2,"sql, oracle",0,,1,i̇stanbul,1,lisans,0,0.29200000000000004
11,15,2,"sql, oracle",0,,1,i̇stanbul,1,lisans,0,0.29200000000000004
11,16,2,"sql, oracle",0,,1,i̇stanbul,0,,0,0.24200000000000002
11,8,0,,0,,0,,1,lisans,0,0.05
11,11,1,sql,0,,0,,1,lisans,0,0.101
11,12,2,"sql, oracle",0,,1,i̇stanbul,1,lisans,0,0.29200000000000004
12,1,1,veri,0,,1,i̇stanbul,1,lisans,1,0.501
12,2,1,iş,0,,1,i̇stanbul,1,lisans,1,0.501
12,3,3,"office, iletişim, ms",0,,1,i̇stanbul,0,,0,0.29300000000000004
12,4,2,"çözme, problem",0,,1,i̇stanbul,1,lisans,1,0.552
12,5,0,,0,,0,,0,,0,0.0
12,6,2,"iletişim, i̇nsan",0,,0,,1,lisans,1,0.412
12,7,1,bilgisi,0,,0,,1,lisans,1,0.361
12,12,0,,0,,0,,1,lisans,1,0.31
12,13,0,,0,,1,i̇stanbul,0,,1,0.4
12,14,1,erp,0,,1,i̇stanbul,1,lisans,1,0.501
12,15,0,,0,,1,i̇stanbul,1,lisans,0,0.19
12,16,1,erp,0,,1,i̇stanbul,0,,1,0.451
12,8,0,,0,,0,,1,lisans,1,0.31
12,11,0,,0,,0,,1,lisans,1,0.31
12,12,0,,0,,1,i̇stanbul,1,lisans,0,0.19
13,1,0,,0,,1,i̇stanbul,0,,1,0.4
13,2,0,,0,,1,i̇stanbul,0,,1,0.4
13,3,1,office,0,,1,i̇stanbul,0,,1,0.451
13,4,0,,0,,1,i̇stanbul,0,,1,0.4
13,5,0,,0,,0,,0,,1,0.26
13,6,0,,0,,0,,0,,1,0.26
13,7,0,,1,ingilizce,0,,0,,1,0.3
13,12,0,,1,ingilizce,0,,0,,1,0.3
13,13,0,,1,ingilizce,1,i̇stanbul,0,,1,0.44
13,14,0,,1,ingilizce,1,i̇stanbul,0,,1,0.44
13,15,0,,1,ingilizce,1,i̇stanbul,0,,1,0.44
13,16,0,,1,ingilizce,1,i̇stanbul,1,önlisans,1,0.49
13,8,0,,1,ingilizce,0,,0,,1,0.3
13,11,0,,0,,0,,0,,1,0.26
13,12,0,,0,,1,i̇stanbul,0,,1,0.4
14,1,0,,0,,0,,1,lisans,0,0.05
14,2,1,iş,0,,0,,1,lisans,0,0.101
14,3,0,,0,,0,,0,,0,0.0
14,4,0,,0,,0,,1,lisans,1,0.31
14,5,0,,0,,0,,0,,0,0.0
14,6,0,,0,,0,,1,lisans,0,0.05
14,7,0,,0,,0,,1,lisans,0,0.05
14,12,0,,0,,0,,1,lisans,0,0.05
14,13,0,,0,,0,,0,,0,0.0
14,14,0,,0,,0,,1,lisans,0,0.05
14,15,0,,0,,0,,1,lisans,1,0.31
14,16,0,,0,,0,,0,,1,0.26
14,8,0,,0,,0,,1,lisans,0,0.05
14,11,0,,0,,0,,1,lisans,1,0.31
14,12,0,,0,,0,,1,lisans,0,0.05
15,1,0,,1,i̇ngilizce,0,,0,,1,0.3
15,2,1,iş,1,i̇ngilizce,0,,0,,1,0.351
15,3,1,iletişim,1,i̇ngilizce,0,,0,,1,0.351
15,4,0,,1,i̇ngilizce,0,,0,,1,0.3
15,5,0,,1,i̇ngilizce,0,,0,,1,0.3
15,6,3,"iletişim, micros, i̇nsan",0,,0,,0,,1,0.41300000000000003
15,7,0,,0,,0,,0,,1,0.26
15,12,0,,0,,0,,0,,1,0.26
15,13,0,,0,,0,,0,,1,0.26
15,14,0,,0,,0,,0,,1,0.26
15,15,0,,0,,0,,0,,1,0.26
15,16,0,,0,,0,,1,önlisans,1,0.31
15,8,0,,0,,0,,0,,1,0.26
15,11,0,,1,i̇ngilizce,0,,0,,1,0.3
15,12,0,,1,i̇ngilizce,0,,0,,1,0.3
16,1,0,,0,,0,,0,,1,0.26
16,2,0,,0,,0,,0,,1,0.26
16,3,0,,0,,0,,1,lise,1,0.31
16,4,0,,0,,0,,0,,1,0.26
16,5,0,,0,,0,,0,,1,0.26
16,6,0,,0,,0,,0,,1,0.26
16,7,0,,0,,0,,0,,1,0.26
16,12,0,,0,,0,,0,,1,0.26
16,13,0,,0,,0,,0,,1,0.26
16,14,0,,0,,0,,0,,1,0.26
16,15,0,,0,,0,,0,,1,0.26
16,16,0,,0,,0,,0,,1,0.26
16,8,0,,0,,0,,0,,1,0.26
16,11,0,,0,,0,,0,,1,0.26
16,12,0,,0,,0,,0,,1,0.26
17,1,1,sql,1,i̇ngilizce,0,,1,lisans,1,0.40099999999999997
17,2,1,iş,1,i̇ngilizce,0,,1,lisans,1,0.40099999999999997
17,3,1,iletişim,1,i̇ngilizce,0,,0,,0,0.091
17,4,3,"yazılım, bilgisayar, oracle",1,i̇ngilizce,0,,1,lisans,1,0.503
17,5,2,"sql, oracle",1,i̇ngilizce,0,,0,,0,0.14200000000000002
17,6,2,"iletişim, i̇nsan",0,,0,,1,lisans,1,0.412
17,7,1,bilgisi,0,,0,,1,lisans,1,0.361
17,12,2,"sql, oracle",0,,0,,1,lisans,1,0.412
17,13,2,"sql, oracle",0,,0,,0,,1,0.362
17,14,4,"veritabanına, sql, erp, oracle",0,,0,,1,lisans,1,0.514
17,15,2,"sql, oracle",0,,0,,1,lisans,0,0.15200000000000002
17,16,4,"veritabanına, sql, erp, oracle",0,,0,,0,,0,0.20400000000000001
17,8,0,,0,,0,,1,lisans,1,0.31
17,11,1,sql,1,i̇ngilizce,0,,1,lisans,1,0.40099999999999997
17,12,2,"sql, oracle",1,i̇ngilizce,0,,1,lisans,0,0.19200000000000003
18,1,0,,0,,0,,0,,1,0.26
18,2,0,,0,,0,,0,,1,0.26
18,3,1,iletişim,0,,0,,1,lise,1,0.361
18,4,2,"çözme, problem",0,,0,,0,,1,0.362
18,5,0,,0,,0,,0,,0,0.0
18,6,2,"iletişim, ilişkileri",0,,0,,0,,1,0.362
18,7,0,,0,,0,,0,,1,0.26
18,12,0,,0,,0,,0,,1,0.26
18,13,0,,0,,0,,0,,1,0.26
18,14,0,,0,,0,,0,,1,0.26
18,15,0,,0,,0,,0,,0,0.0
18,16,0,,0,,0,,0,,0,0.0
18,8,0,,0,,0,,0,,1,0.26
18,11,0,,0,,0,,0,,1,0.26
18,12,0,,0,,0,,0,,0,0.0
19,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.49
19,2,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.49
19,3,0,,1,i̇ngilizce,1,i̇stanbul,0,,1,0.44
19,4,1,geliştirme,1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.541
19,5,1,c,1,i̇ngilizce,0,,0,,1,0.351
19,6,1,ilişkileri,0,,0,,1,lisans,1,0.361
19,7,0,,0,,0,,1,lisans,1,0.31
19,12,0,,0,,0,,1,lisans,1,0.31
19,13,0,,0,,1,i̇stanbul,0,,1,0.4
19,14,0,,0,,1,i̇stanbul,1,lisans,1,0.45
19,15,0,,0,,1,i̇stanbul,1,lisans,1,0.45
19,16,0,,0,,1,i̇stanbul,0,,1,0.4
19,8,0,,0,,0,,1,lisans,1,0.31
19,11,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
19,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.49
20,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.49
20,2,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.49
20,3,2,"office, ms",1,i̇ngilizce,1,i̇stanbul,0,,1,0.542
20,4,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.49
20,5,0,,1,i̇ngilizce,0,,0,,1,0.3
20,6,0,,0,,0,,1,lisans,1,0.31
20,7,0,,0,,0,,1,lisans,1,0.31
20,12,0,,0,,0,,1,lisans,1,0.31
20,13,0,,0,,1,i̇stanbul,0,,1,0.4
20,14,0,,0,,1,i̇stanbul,1,lisans,1,0.45
20,15,0,,0,,1,i̇stanbul,1,lisans,1,0.45
20,16,0,,0,,1,i̇stanbul,0,,1,0.4
20,8,0,,0,,0,,1,lisans,1,0.31
20,11,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
20,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.49
21,1,0,,0,,1,i̇stanbul,0,,1,0.4
21,2,0,,0,,1,i̇stanbul,0,,1,0.4
21,3,0,,0,,1,i̇stanbul,0,,1,0.4
21,4,2,"geliştirme, bilgisayar",0,,1,i̇stanbul,0,,1,0.502
21,5,0,,0,,0,,0,,1,0.26
21,6,0,,0,,0,,0,,1,0.26
21,7,0,,0,,0,,0,,1,0.26
21,12,0,,0,,0,,0,,1,0.26
21,13,0,,0,,1,i̇stanbul,0,,1,0.4
21,14,0,,0,,1,i̇stanbul,0,,1,0.4
21,15,0,,0,,1,i̇stanbul,0,,1,0.4
21,16,0,,0,,1,i̇stanbul,1,önlisans,1,0.45
21,8,0,,0,,0,,0,,1,0.26
21,11,0,,0,,0,,0,,1,0.26
21,12,0,,0,,1,i̇stanbul,0,,1,0.4
22,1,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
22,2,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
22,3,0,,1,i̇ngilizce,0,,0,,1,0.3
22,4,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
22,5,0,,1,i̇ngilizce,0,,0,,1,0.3
22,6,0,,0,,1,antalya,1,lisans,1,0.45
22,7,0,,0,,0,,1,lisans,1,0.31
22,12,0,,0,,0,,1,lisans,1,0.31
22,13,0,,0,,0,,0,,1,0.26
22,14,0,,0,,0,,1,lisans,1,0.31
22,15,0,,0,,0,,1,lisans,1,0.31
22,16,0,,0,,0,,0,,1,0.26
22,8,0,,0,,0,,1,lisans,1,0.31
22,11,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
22,12,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
23,1,0,,0,,1,i̇stanbul,0,,1,0.4
23,2,0,,0,,1,i̇stanbul,0,,1,0.4
23,3,0,,0,,1,i̇stanbul,1,lise,1,0.45
23,4,0,,0,,1,i̇stanbul,0,,1,0.4
23,5,0,,0,,0,,0,,1,0.26
23,6,0,,0,,0,,0,,1,0.26
23,7,0,,0,,0,,0,,1,0.26
23,12,0,,0,,0,,0,,1,0.26
23,13,0,,0,,1,i̇stanbul,0,,1,0.4
23,14,0,,0,,1,i̇stanbul,0,,1,0.4
23,15,0,,0,,1,i̇stanbul,0,,1,0.4
23,16,0,,0,,1,i̇stanbul,0,,1,0.4
23,8,0,,0,,0,,0,,1,0.26
23,11,0,,0,,0,,0,,1,0.26
23,12,0,,0,,1,i̇stanbul,0,,1,0.4
24,1,0,,0,,0,,1,lisans,0,0.05
24,2,0,,0,,0,,1,lisans,0,0.05
24,3,1,iletişim,0,,0,,0,,0,0.051000000000000004
24,4,0,,0,,0,,1,lisans,1,0.31
24,5,0,,0,,0,,0,,0,0.0
24,6,3,"iletişim, ilişkileri, i̇nsan",0,,0,,1,lisans,0,0.203
24,7,0,,0,,0,,1,lisans,0,0.05
24,12,0,,0,,0,,1,lisans,0,0.05
24,13,0,,0,,0,,0,,0,0.0
24,14,0,,0,,0,,1,lisans,0,0.05
24,15,0,,0,,0,,1,lisans,1,0.31
24,16,0,,0,,0,,0,,1,0.26
24,8,0,,0,,0,,1,lisans,0,0.05
24,11,0,,0,,0,,1,lisans,1,0.31
24,12,0,,0,,0,,1,lisans,0,0.05
25,1,1,veri,1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.541
25,2,2,"iş, güvenliği",1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.5920000000000001
25,3,0,,1,i̇ngilizce,1,i̇stanbul,0,,0,0.18000000000000002
25,4,1,geliştirme,1,i̇ngilizce,1,i̇stanbul,1,lisans,1,0.541
25,5,0,,1,i̇ngilizce,0,,0,,0,0.04
25,6,1,i̇nsan,0,,0,,1,lisans,1,0.361
25,7,1,bilgisi,0,,0,,1,lisans,1,0.361
25,12,0,,0,,0,,1,lisans,1,0.31
25,13,0,,0,,1,i̇stanbul,0,,1,0.4
25,14,0,,0,,1,i̇stanbul,1,lisans,1,0.45
25,15,0,,0,,1,i̇stanbul,1,lisans,0,0.19
25,16,0,,0,,1,i̇stanbul,0,,0,0.14
25,8,0,,0,,0,,1,lisans,1,0.31
25,11,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
25,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,0,0.23
26,1,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
26,2,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
26,3,0,,1,i̇ngilizce,0,,0,,1,0.3
26,4,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
26,5,0,,2,"almanca, i̇ngilizce",0,,0,,1,0.34
26,6,0,,1,almanca,0,,1,lisans,1,0.35
26,7,1,bilgisi,1,almanca,0,,1,lisans,1,0.40099999999999997
26,12,0,,1,almanca,0,,1,lisans,1,0.35
26,13,0,,1,almanca,0,,0,,1,0.3
26,14,0,,1,almanca,0,,1,lisans,1,0.35
26,15,0,,1,almanca,0,,1,lisans,1,0.35
26,16,0,,1,almanca,0,,0,,1,0.3
26,8,0,,0,,0,,1,lisans,1,0.31
26,11,0,,1,i̇ngilizce,0,,1,lisans,1,0.35
26,12,0,,2,"i̇ngilizce, almanca",0,,1,lisans,1,0.39
27,1,0,,0,,0,,1,lisans,1,0.31
27,2,0,,0,,0,,1,lisans,1,0.31
27,3,2,"office, ms",0,,0,,0,,1,0.362
27,4,0,,0,,0,,1,lisans,1,0.31
27,5,0,,0,,0,,0,,1,0.26
27,6,0,,0,,0,,1,lisans,1,0.31
27,7,0,,0,,0,,1,lisans,1,0.31
27,12,0,,0,,0,,1,lisans,1,0.31
27,13,0,,0,,0,,0,,1,0.26
27,14,0,,0,,0,,1,lisans,1,0.31
27,15,0,,0,,0,,1,lisans,1,0.31
27,16,0,,0,,0,,0,,1,0.26
27,8,0,,0,,0,,1,lisans,1,0.31
27,11,0,,0,,0,,1,lisans,1,0.31
27,12,0,,0,,0,,1,lisans,1,0.31
28,1,0,,0,,1,i̇stanbul,0,,1,0.4
28,2,0,,0,,1,i̇stanbul,0,,1,0.4
28,3,0,,0,,1,i̇stanbul,0,,1,0.4
28,4,0,,0,,1,i̇stanbul,0,,1,0.4
28,5,0,,0,,0,,0,,1,0.26
28,6,0,,0,,0,,0,,1,0.26
28,7,0,,0,,0,,0,,1,0.26
28,12,0,,0,,0,,0,,1,0.26
28,13,0,,0,,1,i̇stanbul,0,,1,0.4
28,14,0,,0,,1,i̇stanbul,0,,1,0.4
28,15,0,,0,,1,i̇stanbul,0,,1,0.4
28,16,0,,0,,1,i̇stanbul,0,,1,0.4
28,8,0,,0,,0,,0,,1,0.26
28,11,0,,0,,0,,0,,1,0.26
28,12,0,,0,,1,i̇stanbul,0,,1,0.4
29,1,0,,0,,0,,1,lisans,1,0.31
29,2,1,iş,0,,0,,1,lisans,1,0.361
29,3,2,"office, ms",0,,0,,0,,0,0.10200000000000001
29,4,0,,0,,0,,1,lisans,1,0.31
29,5,0,,0,,0,,0,,0,0.0
29,6,0,,0,,0,,1,lisans,1,0.31
29,7,1,bilgisi,0,,0,,1,lisans,1,0.361
29,12,0,,0,,0,,1,lisans,1,0.31
29,13,0,,0,,0,,0,,1,0.26
29,14,0,,0,,0,,1,lisans,1,0.31
29,15,0,,0,,0,,1,lisans,0,0.05
29,16,0,,0,,0,,0,,0,0.0
29,8,0,,0,,0,,1,lisans,1,0.31
29,11,0,,0,,0,,1,lisans,1,0.31
29,12,0,,0,,0,,1,lisans,0,0.05
30,1,0,,0,,0,,1,lisans,1,0.31
30,2,0,,0,,0,,1,lisans,1,0.31
30,3,2,"office, ms",0,,0,,0,,1,0.362
30,4,0,,0,,0,,1,lisans,1,0.31
30,5,0,,0,,1,aydın,0,,1,0.4
30,6,0,,0,,0,,1,lisans,1,0.31
30,7,0,,0,,0,,1,lisans,1,0.31
30,12,0,,0,,0,,1,lisans,1,0.31
30,13,0,,0,,0,,0,,1,0.26
30,14,0,,0,,0,,1,lisans,1,0.31
30,15,0,,0,,0,,1,lisans,1,0.31
30,16,0,,0,,0,,0,,1,0.26
30,8,0,,0,,0,,1,lisans,1,0.31
30,11,0,,0,,0,,1,lisans,1,0.31
30,12,0,,0,,0,,1,lisans,1,0.31
31,1,0,,0,,1,i̇stanbul,0,,1,0.4
31,2,0,,0,,1,i̇stanbul,0,,1,0.4
31,3,0,,0,,1,i̇stanbul,1,lise,1,0.45
31,4,0,,0,,1,i̇stanbul,0,,1,0.4
31,5,0,,0,,0,,0,,1,0.26
31,6,0,,0,,0,,0,,1,0.26
31,7,0,,0,,0,,0,,1,0.26
31,12,0,,0,,0,,0,,1,0.26
31,13,0,,0,,1,i̇stanbul,0,,1,0.4
31,14,0,,0,,1,i̇stanbul,0,,1,0.4
31,15,0,,0,,1,i̇stanbul,0,,1,0.4
31,16,0,,0,,1,i̇stanbul,0,,1,0.4
31,8,0,,0,,0,,0,,1,0.26
31,11,0,,0,,0,,0,,1,0.26
31,12,0,,0,,1,i̇stanbul,0,,1,0.4
